calendar_date_dt,residence_area_cd,residence_area_nuts2_cd,country_cd,socecon_lvl_area_nm,test_positivity_percentage_area_nm,cumulative_confirmed_cases_nm,variant_area_cd
2022-04-30,qUdrOCCwVySlLbyBZVDO,nvtqbBMoBVgxrATVklvI,ESsbgqMacOAMKsTnPfET,8129,76219.4,7838,rvYLxsqmIYBHdkeGDXTR
2013-11-01,reZigHoRmOUCFHBpoIbr,YFDkolCRJDzuVCVpBIgx,FqUPJwFBqKkfwaUJshxs,1091,43200.9,8196,iGwRJXJjJTcyRnsSLHyN
2007-05-26,KKcIZQjAyJJkDwgEqzlj,QMUWCtNOYCSNIUvXNgCT,pRBLgbQhnycolMMvjIXG,5786,29437.24,6679,KYMkMckdYCwQwYeJGmuO
1995-08-19,uMTAOHuxhAUAeFvFwQfM,XEePvLRvjPruHhJpHPIL,PepAoThCiKQWIvxOcupn,2933,88676.47,9294,TPQcqXcGJDuhHVGYBOhK
2005-09-26,FkjAcVqXceubAQEGCPKZ,PNSKzLoVCCfWBTUuIflN,VzMYtqOOvXmwLjRiZahm,4385,82764.66,7171,RSemvfEjujDBBCyrqXQj
2023-09-13,VNTnqfOCmfdsVveRAxNe,pRwrvHdEUihuoAzZAZyV,RgiGrnuvtvCKeXXXRNKT,8682,28090.45,6736,gLMAahInDVuNzFbyATad
2022-03-28,vpsPeWkHpQcQOVoZHNOK,uyMLGpcNyeStpoHeJtvr,vnqRGbzzPtksrtsKmjlN,2146,41612.45,5312,OUMfewSNABzOtFmqvJaC
2008-11-01,HWJQanZPvZkDWOfCrMPd,lXFuELVvwxwChrUxWgtq,lZmprDcJYnaPwkQPkSes,6989,70872.79,4211,BxlcgBCHIZyUTlYsGMvg
2001-10-03,ZNjWWiZBQBKRkLLHxhYS,HRczUlwWIuOxkkAlhIDn,JKUNYQnSblhfqlpdwyYG,1544,80386.58,4485,YsfYndRgBOXLOFgkUHqU
2020-04-11,UIPhkJdodEbLTeAtSCdx,RVXizUoXZeSNVklmThNQ,vraqISjOSjCwAahaoTlN,8545,86223.5,6912,MOrJCADIJSXMwAYuamwF
2010-07-14,SskbpyUsLMBlRUHFDHOc,iDKhxZXvadrdyQzcUBrm,UBlRWfWlkdaDbApJgywb,9150,83886.85,3777,DqJNzqzuwTNlBpgvpbez
1999-06-21,USKfPezBfWWbXFcluIdl,RnlHeJwlykHacEmtZYQt,jDzbQgVzKBUpNqRVFchS,4547,18475.66,7536,AYhvjIErxZTeidHAPgzz
2006-10-17,yTgwSfnQRnhUdYhoNRDy,WqDLcTIOUSLPEYtyqsbN,kQakpxMJPkOkDlcBaerO,2871,78005.86,898,vtvqGwkVEFzXcJFPOHit
2004-04-27,EWNlMgCTPCHwqctlYoel,LRANGdzbhQNPqUSHdXPC,fzPKghrBryoRfrmBcXBi,763,12454.4,7843,frzANULfGNHJvavpMBWQ
1993-12-05,XdiNZzvLdRIzBOWGtvNk,cwJqIlVGlqKmKBSPGykN,eRwTMcWEoZfYmghvqzUi,7536,65895.33,3053,THmLHcjKiFYxyKcVmnji
1996-05-04,nUdUoCYbiBIQhVGSZLxZ,LGWRnhbdalrEaZBRoFcY,ujRaCWhixuMrFQxhaNbP,5815,84593.93,7026,fJqCtUXBUXTkHgcQQkkt
2010-03-08,FuBAMaDbhAUhSFqEWHxV,GSjIGaLZMjOzoqlLdThY,dBZKStEwTWqzVsZYhadh,9147,35323.7,8423,yHrIJUGAmWVtYyOhgyDZ
2007-04-14,uEErNdlgTLMJqOCrXflb,qgryAyMmxuWFfXzXfOBx,XNqUUcPFZgJXbpoWowKc,7119,45614.84,4340,KQkxklLpifYEUuDmmply
2003-12-31,iiYzXeEJZXlhUnbghDGw,JZzYoQfckwtmzlGIIAfu,ONgfgHTYsDngbXOzUgES,4790,52661.89,3596,vstOvpubZRhQdZcMmoUt
2008-06-09,yuCyikAGLmmYhWpkrNkK,HZFOhViIDrzyyVoxJuIc,adQPEKzYbXFlTjgPGnyB,4491,58889.12,3256,tHfyYazVcWoHdrexbTNE
2022-06-28,ciTHKUpZmxUgyKWdSIHn,BDpkMZEzsSBwthQmVDEF,RgFMKuiOczxCxAWyjqJZ,49,52815.33,5071,olplXZoQnVYyJPvkQgoj
2017-01-28,hFRdhUIcmhsdPiMikREg,vdnsvwnxfHmtHLAhzSft,MUlPsaPGWpFHKAqvPqgI,5546,90027.3,5749,ofxaHRvikpLqppjcuBSZ
2022-01-02,hWxWIjJKLBRMCepkjMfr,CuElJfXyNqcfkIQpmEla,wHYycIIloTFRVoslzIKf,9343,92743.4,2315,rQDZipgnOfaEGbIZFiFm
2010-03-01,WfQsUxGMBrdqHNrfqlZT,EnsQmxhOxtLHqPBDUSRF,jncPIdGjXzxMMsWrSEwa,2227,52112.11,311,ffIrvuwvPRdkGzOvFtpg
2000-02-28,DddSoHiNIzUJIuDxqDcw,JUfUPkUDcjGLYiSZYbpo,IcYMhvmMzPiihptFrXQr,7588,83126.22,3305,pNYTZxIZeFJMSVzztKod
2007-06-22,sDWAZKyyasaOsayzzkff,wZKTwApALpbxLeGRKFqg,EKnCtaeWjyzZVPSBDNTn,6152,33519.7,7247,mWbICEyjrnqanCqIVCdt
2015-03-24,ejMWxgVzUNRmHyjAxXIF,LYsJrvLidsSgdPsJZTaM,LJTjhMQLwljIJkCGjimk,2034,89914.67,8534,ktvwQVpxLgjuXDjFwulV
2010-02-08,uRknJzDfBdDXgHdbMCoL,LjpWhOupAxfslPymRxyv,oeRjXQBTnLAPgQBfFaXG,9093,26272.27,8077,IzmKKLenUSFucNSpbiOe
1999-03-12,ZDOfPnDAZBsnUCyXpguH,pakSmRuZfbwfcSOzKANy,xmnfVYWjkIySjEvSNSKT,2926,93335.7,815,MXJrdezRkZejzLVcXtaC
2003-06-01,AarYLkTsYaOGpiKzPiEP,lLSbpaofOWHYUYJSXIWp,gdkIlivUPPMwHwEHfclt,6287,15946.69,4903,nceclXJMNeoVyKTrzmxQ
2013-12-20,owZgGOayOryTzNRmvVvN,HQTfUpZpKpJfUZTTMrdX,hxIcdBZSpEBgbTydwSYe,8162,24185.15,8202,gKJXPuJyxPVPXZkGVAPP
2006-06-02,AdlTAYXiZeZhqmceNxHS,uJBHsbQHWHNluoKYPRuy,QhgpkBNLwURzmPhcOsXC,3239,14805.95,9429,izlSFyvYlzHfiCeAYCQx
2016-02-20,YCewCdvMszaEfricJZXN,ERDtIkkxqhTVQsTqTdWu,mLFuuXFpLZvCysnpYTQJ,1625,10308.84,9111,EoFmCddymzZEfELSiGdc
2014-04-11,sRUoWaUpcagwyKvBVpAE,gGAVxunvxlzNTgKwFEjy,bUVwXTJlncucRQmhFWPl,4128,65929.83,4884,jkFeNkpkcHBeWxjdwHBQ
2005-08-19,qvPfytCyLnkjMjitfchH,gtbuNqaSJjppjDCrLDBx,QxiWamciACPVgcAMsdSx,5388,53518.42,9999,RvPKqGfqFPAAvKtoKyvE
2000-11-08,UOrTqoVqQmmgrdNFJrQG,iTkuVJmfAsZHssiVIkSu,HgWfamUHXEyldvniDBtz,7968,55444.26,1351,BDCYiyjVACetzyCKZnzt
1999-08-06,OpjHxZzOkajNVkuIJHmL,kNovKZTlBRkDFqdvOQyi,eSojyoHdCwEXiBdZuJiv,4232,61285.89,3414,XUPvsJsQxCmpmWlYmcux
2011-07-02,sOiADbeFCYrqgzyaDQdL,LgPVoLxvRhgTlXylAgeM,BDVIOPDeYpbtXgTzIJMM,8688,3111.4,564,slqfZnhzcWXNtNmtpsLD
2013-03-04,GZKPdrGEbYQysOYXhfWQ,XbxitpPMhUVjWeNFsjNA,ZiebsbNesVJTINOYWyGk,1455,92023.95,9753,fYwdYpchfrmqYoylJTrW
2009-05-29,DPDfFpicbenPuarjLcXR,CxiyigXrooKoFhmnprgr,mpeqTBPWoCkqJYyKOCrp,7987,68351.57,472,cFACCBFthzEgPvXawerW
2021-03-12,OfgvUioIJtPAeBJyeLdm,bPDATfIrwJjuxOgGElJH,cvqBBjZHJqdcCvGaeXgX,674,22950.23,4649,HlddgQKXmrVFCpDnlEif
2016-08-01,nWOopnoRInKUfUomfopD,iuSXxTZOKjyVtKdSWQCq,BjlsaaXHPLjjlpysglla,8495,31082.82,3953,hsNwHlHdcsBqKEkrYsFE
2009-12-26,PedqJGfHOBkOsAMeMWdi,luZbBDVQKSJWcWflEapd,EenENvpGzJlKvySPdXEL,8760,17731.86,8881,BvbCMtTijwfOGKnMJNsZ
2016-04-18,pCdOIzbbKdNnkxJqhSNE,FpiIIzggEfjPvUFCPmly,kaozuQGpzXtnPDhHXmyF,9366,86090.9,7010,YGMHaxVbYGivxoyIaRlG
1994-10-22,wbIFvypFFWvvarHrorBm,AaaAvnadposDhdAzrETq,DOKEkkpNhwqevwiGtwqM,190,55202.91,9913,aANgJqHsMJcaEHZFaKGb
2021-02-09,YdCCmfunMrfMoCzjjFHL,UEZKMypyagAwobmyBmLe,UMLZEGutXCdcJtZvpulP,5484,16137.8,1065,PlrjiPovclJyDZyTriKz
2020-11-30,JoAWiirVdzrZBNBEtaRa,FnaIuiKQYOkVNyEuOGIw,bpPrPcLRnwEEEHhekXwT,8180,23698.26,7417,mHQaUOJLLMMoLvHwROmc
2018-07-13,QnpMLWdpnYBigjBmrchp,HSYBOGSmkVnKlmHpHGHd,OFnQIbYqAYYMmempuhXP,775,77559.2,2693,UvDErPibfnfxXNAhjwKz
2009-10-06,cxkHsrjlXVvbCcuhtrsS,ZPBPEtgKajWSPyPkPIpk,HqsXXdRWnCdZIFzYTZCZ,3351,52076.39,2379,KjNQsxZQaidxZriQzUHf
2016-04-28,WZYBYXEuYUeYuFsSnRdO,VHeoNFrRebXToCjUNzTt,jajDMmWxviRavXljdpkh,5731,89652.2,8263,lcPTfjAJQzXuJCIZbild
2021-01-16,JMsoYSPJANdrrhJMKmWU,SRypTmaYFDuXupdFluoj,IngmuXzduIWSgMvMxdKw,8644,70226.84,4734,rZhmBPuKHmLwnXtjMSPh
1997-05-16,YdTYnlYNMCTjKdqzBdgJ,GxJOwBNXqaETMWdSUkrz,dKWDndctszufgMifMWjD,4704,20270.57,8126,IRkRcQsJjxkQtrPuImol
1994-10-05,SRWItLYgpULVdvCygXlk,lQaCGeJKXPgefPoRUPDe,PAHdSAQClVRoakmimXHR,5760,74766.37,2446,hWpZwOxOxGtPZeseAUSp
2006-04-27,kevlbEALhvPoSyzAMSjM,RgXpesfLkomtbPHkNEnH,QxJdioaCziwDDCxXWjEF,4847,73656.43,1384,XwGWWmdGDfWLCVtiTMrI
2020-11-11,vmVbpjqMdRTARSAxJhLV,ZntJtvtWQrODuZPxMIFT,zhhpIzqqLzCzQMqwvKsI,9043,20352.71,885,MLNSOpYQKvadlRGeCHGQ
2010-01-13,hsgpeBgtsPQNRyiTzCvM,hSpwcRQHevtjwoMeuMpw,TohWHmPMwuiynMhQSNjw,6070,40128.35,5637,tTyRsHLbNRQVAbGlcANO
1996-01-24,feCaXOVjbVGhzCxOfRjo,cSFBSwKPUEDUZiwkaixW,TlRMqWNTRDftWQVoEwUA,767,36835.38,5535,dsnPDQMOwsNzlSDQtvtp
1998-08-11,DimpaYoKOygsJjVVjGiE,tKVVwXLWInBNkbckrQFx,NpXLStHAUBfgQsZgGBDY,2002,84496.38,6450,lCXlrOmKYNJwbTYHHnYl
2013-11-07,MmXIApNEjTdQHYleIjOD,BfOCGnblbtPWkobNwWhh,qQgsNSioNciTCMwKUufJ,9404,39216.24,2137,XSPoxbbunHYZFVzwvAEy
2005-02-18,fxboMZNFaGPdmfPwsYXK,VzAkVUwAsFFduXbLEJfm,RtZvzmAsfXEzaDlIBEWc,4751,90435.14,9963,KLDezjtTPyuuMJzwUCPf
2005-09-18,rsDfapSRUzHYjBoseBVX,FVaCoAVsaulXgMtgTVVO,phAXkirAzoIGngxJgsmA,4547,41444.2,8403,kbxEbVGxZkHkDjHJEMzw
2019-06-27,lxtXxGJVInZxlWXburap,rZIeqPLzcKnnUHvhluuW,cCaRvUaqqKMCUxDHwmQE,7046,83662.2,504,SJuUQKfihhvgXulWGdnX
2019-06-19,QLaUCgCQDpbtmOMErFMw,SvcTpYpypNpyYsNXwdRB,bDtOjVPazSszkxUflxbq,1186,40059.36,8656,DLcQozMpnrzLFYuxHXba
2003-09-13,lhmIJYFcufAYJhffXjiV,kLPRSPLodVtJAUsbaxkB,ZcTvFZSCkaKnrVMjfEJB,7779,86057.33,2079,qiOkgwaAstQanSWrrLYr
2004-01-03,IFbJCToNAplTHjfcLwdb,cLkVlonWzhwjyTuiRyMk,STPQlgLmMlYEiDKcTVIw,4670,21516.98,6283,uFSOOBLOsvcZWuryFcCT
2017-01-12,VBmZoYVKkoFHlIRkmXeC,oMvoZvZwzQbScrcbXgYX,atlHYOJvCwRBlRiSfWdf,6749,62734.85,4486,mWFdfxxQUIYIrWoRaEQL
2017-03-10,xgWJRZAIvCnMIxXjaguC,sbiyKyLTyktGuhIqCKpm,pKIwLOSZbzURoowKdPIA,173,62599.27,9449,ZSboyDGHUIMKLJSyYZQg
2013-09-07,ztKoGYoFhiWJkwRllasl,agURZAOQtoRFZEwcABJO,kCZkPkIkwnAhgTAEvPBh,9531,11962.88,5418,mvQmULUwoYEpKLuupqNH
2005-02-03,VFqwOZeicggMxeHrhJrD,KZaIsAODQxEyEkBJFAlJ,aWPyZrgFXAwIejnGvtsM,1442,79889.6,6254,SXwaqFPqwPvWdQxBdWPd
2012-12-29,JPXqexhpCwgNdxhhCfeH,kcmcFPMvUKIxxGFykzpF,LtTkKKjKOxHrtUUzvSZa,878,54057.86,2708,RPytFDGVXyDKnUoGOskR
2003-11-03,nwKmUEOicnTblCKVmXRZ,UujZTIOALuHrRmcjHGYe,DBWltoObGmnuByWBhFfF,8810,89694.16,8953,UOHiTPuSTftGAxfqMiqY
2012-12-25,KLNPzhiSPOYltKhOfoTL,QoKXAIWdSaAqyfciRSSc,GBJATQQSLySfprmZKXBb,3393,89858.72,392,MUOUPNalLgcoiYaUxZQq
2000-06-18,maOqTjepfoUumtSMoYDO,yXNVibhTjmmRDntJGHbG,MYxJJvArCpCUMtsYnMBk,4286,69078.79,9355,SCVtljBnNSFbGaRYPKjN
2011-03-03,llglGJOTtfYTaOdEBohN,IczIbojvlUPntqIUfZUj,bwENttrDsgpmdgqfgjUD,6025,89996.56,5559,dTYkIKunYJllqUMyMttz
2021-07-20,EoeynQXhrUFHVfuhiwPT,mPRIOcbitkdDSUWeuPrm,XWMYZVUpCYwxATVCtuVz,5351,92468.18,6943,BJEOwgmyNegsOWxjcsMc
2019-05-08,sqCTUQqTsOfUssUlCsgs,BGJRSGOXXYSUzqenXHUk,rbdVFjcNBmyuCCZXQAYA,6918,49631.59,9942,gvYKeHffeJuZfxcSnkAU
2003-05-04,uNdRpFiqTjhyZDfodKfM,xZeaDsdbvYIzWqRQysvw,oIPhEbsgwBLIZbXKBCMm,7015,88776.39,8934,EnUaoEbTiZkAvLIcFIVT
1996-04-23,oBDnlbrRoJrrdauesCrA,niWHRmkarZOWRsURgEvu,qJcAwFOpUUOMOlwGGnkf,774,10275.56,8389,cjpcPNjytLeTIwergIrj
2012-01-06,zyfCGZiTsqehHWCUTOYn,SLCCsaVAMJRSHaoqVeiq,fvuTcZxrToLvZzRJZJwG,3322,55867.99,1170,MtKTXRpBFHNFKcYpdaLe
2017-06-11,KDlJQTjTICLEMuszBPOZ,LXMPRbimsDxgDVZQjxKn,HxtLALhQAjZYHznGUynq,1236,48517.94,6931,PuQtyKwtGzLdvUbefMsj
2014-05-02,ZwWcCzQtPGLcVlSGsRLQ,WwcHUpjBafaiinTRRFJO,CAkIlgQIWzjnQPTvGTop,8264,3039.68,9649,mDqrjFAlcDdpOWnPztYD
2000-10-14,fOCuTRUBXabSHobWptJQ,douguaHWAyhkxrTejqvJ,oHUXqkoTfZhBDOgUOiqp,2925,13460.12,3721,ckzbLRVHFfQwbppciwtQ
2005-05-26,oYOQcGbDoSsTxJcJXVyJ,tVeNuAduWqheWvnSPHAC,pGDIoEkSTXsBHdfyySXI,3221,86928.95,3626,oCDIXACyTTGTqxvyJgGW
2011-03-17,vpxUhGvShsFIGXmNkrBE,KpzgEXlvbyvseSXktTua,lVNKfyYbZOSkMhewFcdj,1799,31371.14,3565,UaRNEDVJHgZfvqlxngfa
2005-03-20,PYjdXdMjustkXQiRSKyZ,HyMqxaOTJxdAtYdyyctl,AfmxhlfTlrNlzsZTBkuY,4839,99241.95,4338,ORlPcKokVFUbtlboxgNn
2004-10-08,WzFFlEUtISwiJeHHVHcc,HXycUQzLqmIbjMulexZT,WlRIkLLTxgRzrcxUkVnJ,1074,79131.24,7475,GmCpEWBbEZkJKHqtSuyb
2009-06-06,NPEgDlYUYRlMpKhpxtMD,KLWryxAOjLaZqWXmNBqg,qWPXCRSbEGKGAEOXPolF,1132,17889.44,9835,lcuNKCquuqQlgJwmcKnr
2002-12-12,JNwwIXuQjtLCTXPgRIZQ,jnAcSqhIeLoqUuIXWnNQ,ZaKfnDPfXyZleNsfpBuj,8813,72549.76,6720,xHOSGPNBwqrpLcGAcKqz
1996-09-25,YTyopdvLsLgRLigWhHJR,PrQxzNewZDAgZcyrMbYu,qBWgSVTyIYpOjeSJTsuV,8379,30112.61,8330,mScWARWiCzrsAEXahQfD
2019-09-10,BjeQcxQGywJvYARzURHa,WMoLWzWZDQqlzPHHHgsP,RmVPWXzWFknmYonsRYMT,1851,81784.49,3402,CRmZqVMUJAwYURfcNFBu
2011-10-14,bAZnhasYYVWwlYDAxOko,juBwMCWPfkLKdlRWOKwI,yHnBgIxAzcdjsKwQpgdL,2863,35391.31,8302,GcYowedxDUcoxyJjOvBo
2013-11-22,AGlokQlhYuFJJplhPHJx,sWQPtEGCsrKHAVIDXNNe,leCbdhynzAjichrbErCo,9653,47361.94,8453,QBsFhRSNcZJtbsFctVIu
2013-08-31,HEwzOaOjcMlgHhzfxOmg,YiCqQvaedBgTgvOFQEDr,FUhcLVooJtwVOteuBwRm,3580,48922.54,3504,cAUhLWJEZkoSGeuFbzZW
2012-07-01,fkOaLuSuNFhxhGkxuycq,EYdkRDiqSSpgkGFBIMhe,WQQnaOJvdIeljpBPxPoZ,7450,74274.28,449,PpVdFLSNfZmOgezIfKAO
1997-11-30,TIKDjBDgzjAsKLogbYiu,fONXjjbWDafCGeYAmRqy,XjrpktwgSikUHCohHxLL,3824,75152.3,8268,VnNzovargnqMrPLOyYgt
2021-11-20,loCOcrihBWhWJkDVTGNq,GwqTwiZIDfmDDFEFypSi,obgqCtqHKcHyJuYLFRNX,7656,3938.19,1066,wNDMsiiZEYPlUvpDLFlA
2002-03-10,amDilNmlFlQfEqaZFtWh,MyfLseuUySlaFocUvZrP,JYOxaoPtcCbZNEPaLtAT,7502,61518.33,4329,hZVLNVhTZsguPjLBSmNY
2002-08-05,gGhrNGlOVKXeshIEAxoN,euYFFErvMFkKmCgViQnV,MnyiijQzddoukhQWReNb,5478,60661.28,3591,yNsTGOLtymyLhFCCFQSx
2006-07-01,XTOcvIguXjLFqpPhctFj,khzCtdsmkUrkKNvUFsZg,DsonjWNFuGhoQaPdUekI,7113,70352.56,1751,KscwzLOqytuYqvkEkHzd
1998-07-05,HLLRCOBoVBCpiiyxEiop,sRsTAgCYYyDNjILxNXnF,VjFrYBxbMYcwyxcjFUXO,889,21608.42,4002,UBrhgiHgjRaQExDKVctj
2023-06-20,caVLrhOJTvLFykYnlFBd,gerLrTuzAsZNskjetxcC,JmLLrrxDTEABwaBMPuhw,9005,19276.81,560,XzFBGbigfCuZlHTPSFjT
1994-10-23,lIWQcPmtNDcMFqJtzDml,yKrDCjZszBqLPYlBpuPT,nJnDHBNTqJPkadRLeqUP,151,80219.41,5050,AiNGuVQrLmEGqYBAXTYK
2007-04-09,rGdNvTJlpbAGUEjnClsO,KqFgEzJdlfyBikgmYLOJ,wFkgHlWjcrAKmWWcfFmK,4057,1189.13,2994,eWUuJLoMGGoodMzNjFZG
1995-02-12,QEuGnTHrwyYXlOsgEtBw,XQHuxugSZgnJTIEwttsY,lMfQUBhsSKMqgbzWKSQO,9369,99230.83,7006,RbGNaWMtocKDcHOuUCRX
2016-06-16,OFpPfQUirAbCjExjXzOm,FDPoksUPJqXHasSVcNAG,vsWHShAnETHjcNTpQKUl,9504,51064.25,3690,YcjqdXgvJUVaBEtXKqRM
1995-05-06,RjqmIhporHGOeewDtLto,TCkSdxGJBWnvzGBrEnuU,ZsrLSlDEoFDdplUqZRDz,8246,73657.59,8973,xMlmwaLKuncvhflvOcwO
2000-12-11,PpnAjNiLSGjieIXJsGVu,kySQfaPnGTKsqHmtAfzJ,PzLWYGmllgLNvaWwVNOG,5281,88740.95,1181,fdLUuTNnNJYerHVRgkhH
2016-07-11,KyQJOtKzBZgdzAvngCvY,MscAhIXSmjOJwuDfkSdb,mFabuBDlEUpOrJVqaJgv,923,15708.56,3978,IkBhzWcsMMJfxtLOIEFp
1999-02-10,aHShHYmdcJlbSZeNSxre,rrClxnLNolxhqnpvmqYf,OVgDSvQxHQHvpjYfFpis,9084,95633.72,4253,gqDQIzoDifRSFihDkUFB
2004-06-29,eQGCaPfzjmZWtwpQaalk,SdYIUbYFcXePOXoLCQWV,HtJmUlYUUlIruMqvmXQZ,5808,46961.15,2138,hQsUxQeTnXIjrSSZntha
2011-05-23,rlOnMTMgHNlyRzSjsgly,dKJyzDNlSTKMkGzqoKZK,FBSjhJSTxsynhwfpFQdz,361,80206.43,5408,bAmpuDhvLSuxmXtKaJmv
2005-12-09,LbgQhzyVePjTkYVzcjFh,giXeWCQZNVlEqFWvaSOD,alGdBFGVjdWeMtdYFwaa,5244,81040.81,881,nCCCNgJBiTBhUIyOwjZw
2008-08-18,PUbLLcEWRKPUwoCjpdxv,warVmFqgbuGLswnDVaIW,VIboxkPzppiaPEbLRMCP,1886,29246.32,9452,XubWMGnLDIMvStHTGQIu
2011-05-18,fYYSGNlRsmewWoijvTPc,lgUaKLoiSKQpLFyBQnGt,ofwyabWTWOOJXArbOwyP,4633,23824.41,7999,UPqzDpTqxVeetvydyUIF
1996-03-11,ASYWrvORbrwzfrujFGNe,pYatvOkRxwoYYqsiRUoj,zoAjebVPvmwAYPlYVDXn,1863,87271.1,4787,cIZzUWnpJCVVKCuZQbis
2022-07-25,cWCzblpuoVQEsWJouYJI,eVynbtKKMnDMYkoeEwzJ,XleLRgjUMPNpOluiBZma,934,76911.54,9527,ePBHoUIpqkwaJTaYLeHM
2019-09-09,hosNKDjBZTzsGSWFFQtq,kLZVqUJzrsDMpYAGQTMe,KWxaBBPTgxJqezOjYhlM,7957,98770.23,162,scIHDnGueiVDDciPtLVQ
2004-03-24,VwGfiUCGZiEPifvrcPaB,uMPMiKPBhqJEuikBOALK,RTxpEwSmbduOFsxeLsrg,2069,79454.33,6002,KobIAPSVdATlVgfFshHh
2002-09-27,udYkKTNoWUCzeDmmLWGs,NRlwGMpDveePERLvLgVW,flKIqEjfpRcChkqkLvJo,1327,91055.26,4779,rveRdTPLUpJTnSjQRYNo
2017-08-06,MQcMQkXbEYkLUrucFvzd,bqYgXNsjzJmYXtJOpIcF,BGoxbDoTJDhGEntIuXQH,1118,9670.28,4396,yaOZcubWhssNqLhiSxIN
2010-05-14,uqjEiCyKApWIwDOtobRD,SBaIkFnwEaAruFQYWOnq,FuMTUUYiwfgcHzwDQmMQ,5045,95047.2,796,SLGBWkqVlltGlVQaTglG
2013-07-28,VXprxmDLxNafQqJOrsaZ,mFbdloweeUlsRnnNsYsA,BzGLKPdQDOnpMEhjAtyB,1664,45544.4,5127,JUYMhrmGSHHxbsBFCGva
2001-04-26,tSrRFfdNYLpiOZasxWAt,suKixWebsAtAEdfGAqCe,hlFNnglKVUSNoUoeREaq,6916,66281.47,4026,kxpTcUagyKwvGeagEVsW
2005-09-04,jGimQwRPOnjeUfuVfumu,ushPeoECwAkVVCaPvZMY,cxqZqYxyLbkQhcnkNQfj,6295,62629.33,6341,PBLEmddoIQIbagqUzPfG
2011-01-03,ITSzhCGlLCDamlButldn,YRnNnQkbgZfwbTVuOjfq,cpAZKBYDAPhySTZLPZjW,9139,54384.11,3112,qywmPbHsIbnepCEOFBzv
1996-08-30,VtkUyncQiilZRDIALIoy,AXlGCZvuZoPLGauNspGr,sIpiuXchFCCzIaxfTxnm,1030,11998.59,1970,qmYlaSHzIXBuKFvTWPDC
2016-01-25,iSSXgEuSiWTdYhjZKpHy,hFpgabLkuKNYBbngctCB,neDoSLLJAhABQbdTzvgX,9216,13302.11,9807,GvFtugNWDEkYieGxrSvQ
2021-06-09,RQEXDdQLAiXmpEMkOSpG,lLXjmWFnWhfbrSftQoEW,vmNCfjiqrjgRWeiKoVVs,7794,90301.12,1295,VzgdLMAJPHQPtNQrqrub
1994-06-18,uSdowCfFnsQnbKXBMSnh,OrXFEQMpdgYuZKaIDlhs,lTEJKyHzSYxuwNSLfWIW,8930,99132.34,5063,IXaljgueKuguWCmuZLOo
2017-01-27,dnsQXucTPaMLthVBxdTN,eRcifHqqfIODjvIcslap,iXLQHHkYrZSQntwxSPMB,8597,95116.6,677,LflXtXTJBdWqeURBkDNM
2013-10-01,nzuKXWKHlbLXqFVOVfLK,XnnameBBcLHoPxxkrAld,YCwiXmfnnfeUhBxFqtzv,4961,49073.36,6599,dVcnaCsXArJdzcFssYmA
2005-02-09,BABvuOzeovHYNDdDrIJI,OeITuVUeOZktTtrOHadR,fjeaxaXHiaSThnvLJxdg,9450,69704.46,4042,GTOtTeGWgFdIiLHoUIju
2023-03-12,qvMExJeKUIaTolKOrHhP,pIXbRitzYlKNfLRTnOWZ,IuvQdVzaqhRwVdZvuhHt,4282,55086.49,512,CNQYiSbGaXOiBRuUCpJv
2013-01-15,yOhBZilpqqafiBUzLGZB,SaTCBxbicxBhHznzBheM,YPaXhhGiEJByEmWdyOid,5934,22249.41,8725,frcYLlRjlaPKCwLKJgQl
2001-08-28,TbWlAGTosmacGMWHGWAg,IxloUgblyPNyBLkGcDGY,RtpPXSqqJSumsKdUPVxX,9981,93513.64,8313,qQnaVjydWjfsoKNSZKex
1999-05-17,PeXzlSCcZrTTJZTPvQgM,qmwdesXwnSIhdBHKFGyg,KFDYoylkTWcgixkUHskw,8230,49534.82,6407,PHxLJwioWELTGyVlzuUY
2010-02-09,wBiAeVZGCPLTwcfzLzXq,FycJtWYwMKwQWxVmoawL,qwuHwdaFsmMddkSwuVzz,5998,31196.36,3757,qRnsNYphoqwnGicMjxiD
2010-11-02,OtPZWhXjpsGsNjZKzJaN,fmPvTYEORQPMjgGgraDx,evXNSVdDITwbRbueOVkQ,7702,46103.71,5093,yunZtkKxflRsksODMGSb
2017-02-24,VWfbzKvkDPQzOCDMXSMM,RVlOWWSzjGJIPXgsOWeS,OSHdpEEsIbEoiJnmkTLn,5606,84697.6,4606,JVCgUggHWOWsWmdQhaMb
2016-11-02,MIpsJCTPyKNBNYxyOugE,CoXlvhUaeCmzdABFcqmU,oxTxJDxytWHTsyRhwRaE,1619,31106.7,6517,DkWaYJayDkMHQMvfntJj
1998-08-10,NFmdmWDzKnmmrRsjHbxo,ynaowGbrHcAYNInpBfKW,UKQoCSydkqGxAqzCxTeS,9563,88580.91,476,FOXSbTuvxusJDmWjKdwk
2023-09-18,dvQfzauVNrFJVdIUZaZU,VqXnGLOBZUfGiHtgaEMt,CPNkPTBQwtfiVOLdUNbO,8882,26489.17,2495,sYawXzhbIpDIfOrPQFQZ
2011-12-16,TOYkBaOmqwhLDJSCiuYl,yXLzKDRTRxOyuafcoPZe,UfDSMJfePTnlNpaTTNdF,7540,23990.88,4001,pUNhBJYlJClTJsyAPosc
