classification_system,code,code_clean,description,source,observations
icd-10-mc,O36.20X4,O3620X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.20X5,O3620X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.20X9,O3620X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.21X0,O3621X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.21X1,O3621X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.21X2,O3621X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.21X3,O3621X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.21X4,O3621X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.21X5,O3621X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.21X9,O3621X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.22X0,O3622X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.22X1,O3622X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.22X2,O3622X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.22X3,O3622X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.22X4,O3622X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.22X5,O3622X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.22X9,O3622X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.23X0,O3623X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.23X1,O3623X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.23X2,O3623X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.23X3,O3623X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.23X4,O3623X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.23X5,O3623X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.23X9,O3623X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.4XX0,O364XX0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.4XX1,O364XX1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.4XX2,O364XX2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.4XX3,O364XX3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.4XX4,O364XX4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.4XX5,O364XX5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.4XX9,O364XX9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5110,O365110,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5111,O365111,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5112,O365112,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5113,O365113,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5114,O365114,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5115,O365115,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5119,O365119,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5120,O365120,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5121,O365121,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5122,O365122,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5123,O365123,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5124,O365124,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5125,O365125,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5129,O365129,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5130,O365130,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5131,O365131,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5132,O365132,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5133,O365133,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5134,O365134,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5135,O365135,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5139,O365139,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5190,O365190,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5191,O365191,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5192,O365192,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5193,O365193,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5194,O365194,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5195,O365195,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5199,O365199,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5910,O365910,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5911,O365911,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5912,O365912,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5913,O365913,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5914,O365914,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5915,O365915,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5919,O365919,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5920,O365920,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5921,O365921,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5922,O365922,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5923,O365923,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5924,O365924,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5925,O365925,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5929,O365929,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5930,O365930,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5931,O365931,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5932,O365932,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5933,O365933,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5934,O365934,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5935,O365935,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5939,O365939,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5990,O365990,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5991,O365991,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5992,O365992,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5993,O365993,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5994,O365994,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5995,O365995,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8225,O368225,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.5999,O365999,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.60X0,O3660X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.60X1,O3660X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.60X2,O3660X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.60X3,O3660X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.60X4,O3660X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.60X5,O3660X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.60X9,O3660X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.61X0,O3661X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.61X1,O3661X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.61X2,O3661X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.61X3,O3661X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.61X4,O3661X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.61X5,O3661X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.61X9,O3661X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.62X0,O3662X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.62X1,O3662X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.62X2,O3662X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.62X3,O3662X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.62X4,O3662X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.62X5,O3662X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.62X9,O3662X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.63X0,O3663X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.63X1,O3663X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.63X2,O3663X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.63X3,O3663X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.00X1,O4100X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.63X4,O3663X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.63X5,O3663X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.63X9,O3663X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.70X0,O3670X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.70X1,O3670X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.70X2,O3670X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.70X3,O3670X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.70X4,O3670X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.70X5,O3670X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.70X9,O3670X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.71X0,O3671X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.71X1,O3671X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.71X2,O3671X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.71X3,O3671X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.71X4,O3671X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.71X5,O3671X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.71X9,O3671X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.72X0,O3672X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.72X1,O3672X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.72X2,O3672X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.02X4,O4102X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.72X3,O3672X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.72X4,O3672X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.72X5,O3672X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.72X9,O3672X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.73X0,O3673X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.73X1,O3673X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.73X2,O3673X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.73X3,O3673X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.73X4,O3673X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.73X5,O3673X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.73X9,O3673X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.80X0,O3680X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.80X1,O3680X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.80X2,O3680X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.80X3,O3680X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.80X4,O3680X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.80X5,O3680X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.80X9,O3680X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8120,O368120,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8121,O368121,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8122,O368122,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8123,O368123,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8124,O368124,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8125,O368125,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8129,O368129,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8130,O368130,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8131,O368131,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8132,O368132,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8133,O368133,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8134,O368134,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8135,O368135,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8139,O368139,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8190,O368190,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8191,O368191,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8192,O368192,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8193,O368193,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8194,O368194,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8195,O368195,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8199,O368199,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8210,O368210,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8211,O368211,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8212,O368212,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8213,O368213,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8214,O368214,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8215,O368215,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8219,O368219,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8220,O368220,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8221,O368221,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8222,O368222,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8223,O368223,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8224,O368224,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8229,O368229,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8230,O368230,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8231,O368231,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8232,O368232,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8233,O368233,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8234,O368234,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8235,O368235,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8239,O368239,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8290,O368290,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8291,O368291,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8292,O368292,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8293,O368293,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8294,O368294,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8295,O368295,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8299,O368299,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8310,O368310,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8311,O368311,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8312,O368312,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8313,O368313,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8314,O368314,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8315,O368315,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8319,O368319,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8320,O368320,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8321,O368321,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8322,O368322,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8323,O368323,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8324,O368324,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8325,O368325,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8329,O368329,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.00X2,O4100X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8330,O368330,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8331,O368331,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8332,O368332,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8333,O368333,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8334,O368334,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8335,O368335,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8339,O368339,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8390,O368390,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8391,O368391,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8392,O368392,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8393,O368393,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8394,O368394,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8395,O368395,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8399,O368399,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8910,O368910,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8911,O368911,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8912,O368912,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8913,O368913,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8914,O368914,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8915,O368915,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8919,O368919,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8920,O368920,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8921,O368921,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8922,O368922,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8923,O368923,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8924,O368924,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8925,O368925,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8929,O368929,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8930,O368930,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8931,O368931,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8932,O368932,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8933,O368933,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8934,O368934,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8935,O368935,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8939,O368939,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8990,O368990,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8991,O368991,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8992,O368992,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8993,O368993,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8994,O368994,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8995,O368995,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.8999,O368999,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.90X0,O3690X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.90X1,O3690X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.90X2,O3690X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.00X3,O4100X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.90X3,O3690X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.90X4,O3690X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.90X5,O3690X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.90X9,O3690X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.91X0,O3691X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.91X1,O3691X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.91X2,O3691X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.91X3,O3691X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.91X4,O3691X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.91X5,O3691X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.91X9,O3691X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.92X0,O3692X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.92X1,O3692X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.92X2,O3692X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.92X3,O3692X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.02X5,O4102X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.92X4,O3692X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.92X5,O3692X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.92X9,O3692X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.93X0,O3693X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.93X1,O3693X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.93X2,O3693X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.93X3,O3693X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.93X4,O3693X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.93X5,O3693X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O36.93X9,O3693X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.1XX0,O401XX0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.1XX1,O401XX1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.1XX2,O401XX2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.1XX3,O401XX3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.1XX4,O401XX4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.1XX5,O401XX5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.1XX9,O401XX9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.2XX0,O402XX0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.2XX1,O402XX1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.2XX2,O402XX2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.2XX3,O402XX3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.2XX4,O402XX4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.2XX5,O402XX5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.2XX9,O402XX9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.3XX0,O403XX0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.3XX1,O403XX1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.3XX2,O403XX2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.3XX3,O403XX3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.3XX4,O403XX4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.3XX5,O403XX5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.3XX9,O403XX9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.9XX0,O409XX0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.9XX1,O409XX1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.9XX2,O409XX2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.9XX3,O409XX3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.9XX4,O409XX4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.9XX5,O409XX5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O40.9XX9,O409XX9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.00X0,O4100X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.01X0,O4101X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.01X1,O4101X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.01X2,O4101X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.01X3,O4101X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.01X4,O4101X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.01X5,O4101X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.01X9,O4101X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.02X0,O4102X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.02X1,O4102X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.02X2,O4102X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.02X3,O4102X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.03X0,O4103X0,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.03X1,O4103X1,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.03X2,O4103X2,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.03X3,O4103X3,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.03X4,O4103X4,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.03X5,O4103X5,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.03X9,O4103X9,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1010,O411010,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1011,O411011,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1012,O411012,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1013,O411013,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1014,O411014,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1015,O411015,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1019,O411019,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1020,O411020,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1021,O411021,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1022,O411022,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1023,O411023,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1024,O411024,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1025,O411025,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1029,O411029,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1030,O411030,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1031,O411031,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1032,O411032,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1033,O411033,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1034,O411034,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1035,O411035,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1039,O411039,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1090,O411090,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1091,O411091,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1092,O411092,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1093,O411093,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1094,O411094,"pregnancy, childbirth and puerperium",,
icd-10-mc,O41.1095,O411095,"pregnancy, childbirth and puerperium",,
